offer_ext,search_query,score
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,malt,0
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,beverages,0
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,drink,0
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,mixes,0
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,packaged,0
[OFF] emmys organics cookies or brownie snaps [BN] emmys pop up [CN] cookies [PCN] snacks,seafood,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,dr,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,pepper,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,regular,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,or,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,zero,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,sugar,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,strawberries,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,and,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,cream,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,12,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,pack,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,at,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,select,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,retailers,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,dr,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,pepper,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,carbonated,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,soft,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,drinks,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,cooking,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,baking,90
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,beverages,80
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,pantry,80
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,rice,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,grains,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,household,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,supplies,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,bath,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,body,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,candy,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,rum,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,malt,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,beverages,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,drink,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,mixes,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,packaged,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,seafood,0
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,united,100
[OFF] dr pepper regular or zero sugar strawberries and cream 12 pack at select retailers [BN] dr pepper [CN] carbonated soft drinks [CN] cooking  baking [PCN] beverages [PCN] pantry [RN] united supermarkets,supermarkets,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,arnold,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,brownberry,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,oroweat,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,small,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,slice,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,bread,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,at,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,walmart,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,arnold,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,brownberry,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,oroweat,100
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,bread,90
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,prepared,90
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,meals,90
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,bakery,90
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,pantry,80
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,deli,80
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,,80
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,bakery,80
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,rice,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,grains,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,household,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,supplies,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,bath,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,body,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,candy,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,rum,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,malt,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,beverages,0
[OFF] arnold brownberry oroweat small slice bread at walmart [BN] arnold brownberry oroweat [CN] bread [CN] prepared meals [CN] bakery [PCN] pantry [PCN] deli  bakery,drink,0
